Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Arrives Before Christmas (product.metafields.custom.arrives_before_christmas),info_meta_text (product.metafields.custom.info_meta_text),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Recommended age group (product.metafields.shopify.recommended-age-group),Riding toy propulsion type (product.metafields.shopify.riding-toy-propulsion-type),Toy/Game material (product.metafields.shopify.toy-game-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,Black,,,None - $0,,,Custom license plate - $39,,225574057966-black-none-customlicenseplate,38555.986479318,shopify,deny,manual,627.99,816.39,true,true,'315584581815,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l500_15f5e775-d694-4334-b54d-7490f9f4e22f.jpg?v=1694744860,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_fe9cf553-22b8-4338-94a0-6a3e4fad2fd9.jpg?v=1694744860,lb,,427.99,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,Black,,,1 year - $89,,,None - $0,,225574057966-black-1year-none,38555.986479318,shopify,deny,manual,677.99,881.39,true,true,'315584581822,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_6338030d-b1b8-441c-bf67-ed1728961e40.png?v=1694744860,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_fe9cf553-22b8-4338-94a0-6a3e4fad2fd9.jpg?v=1694744860,lb,,477.99,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,Black,,,1 year - $89,,,Custom license plate - $39,,225574057966-black-1year-customlicenseplate,38555.986479318,shopify,deny,manual,716.99,932.09,true,true,'315584581839,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_d647fda9-b0c2-4b4d-af3b-f5d32a0d2315.png?v=1694744860,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_fe9cf553-22b8-4338-94a0-6a3e4fad2fd9.jpg?v=1694744860,lb,,516.99,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,Red,,,None - $0,,,None - $0,,225574057966-red-none-none,38555.986479318,shopify,deny,manual,588.99,765.69,true,true,'315584581846,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_dede15c4-01a3-4cb1-b83a-1988cae7ee2c.png?v=1694744860,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_4b36ff09-3f8d-4ae2-9f8d-31138b2fe6bd.jpg?v=1694744861,lb,,388.99,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,Red,,,None - $0,,,Custom license plate - $39,,225574057966-red-none-customlicenseplate,38555.986479318,shopify,deny,manual,627.99,816.39,true,true,'315584581853,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_af5d1e85-4bcb-45dc-add6-6ebdfa47d52b.png?v=1694744860,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_4b36ff09-3f8d-4ae2-9f8d-31138b2fe6bd.jpg?v=1694744861,lb,,427.99,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,Red,,,1 year - $89,,,None - $0,,225574057966-red-1year-none,38555.986479318,shopify,deny,manual,677.99,881.39,true,true,'315584581860,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_3bad28ea-b8f8-45db-95e5-6ac892480b2c.jpg?v=1694744860,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_4b36ff09-3f8d-4ae2-9f8d-31138b2fe6bd.jpg?v=1694744861,lb,,477.99,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,Red,,,1 year - $89,,,Custom license plate - $39,,225574057966-red-1year-customlicenseplate,38555.986479318,shopify,deny,manual,716.99,932.09,true,true,'315584581877,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_137dfe03-f99b-4e14-a40c-be1da9d87627.jpg?v=1694744860,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_4b36ff09-3f8d-4ae2-9f8d-31138b2fe6bd.jpg?v=1694744861,lb,,516.99,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,Pink,,,None - $0,,,None - $0,,225574057966-pink-none-none,38555.986479318,shopify,deny,manual,588.99,765.69,true,true,'315584581884,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_6a0a3029-f0dd-4e42-8b14-9e4a28ef7511.jpg?v=1694744860,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_4a8aa9a9-97a6-4751-aafa-5ba510b2cbd2.jpg?v=1694744861,lb,,388.99,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,Pink,,,None - $0,,,Custom license plate - $39,,225574057966-pink-none-customlicenseplate,38555.986479318,shopify,deny,manual,627.99,816.39,true,true,'315584581891,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_aae928e7-ae74-41c6-a353-0749cfaef864.jpg?v=1694744860,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_4a8aa9a9-97a6-4751-aafa-5ba510b2cbd2.jpg?v=1694744861,lb,,427.99,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,Pink,,,1 year - $89,,,None - $0,,225574057966-pink-1year-none,38555.986479318,shopify,deny,manual,677.99,881.39,true,true,'315584581907,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_d8b73f0c-04a1-42dd-9778-52d9b51cbb34.jpg?v=1694744860,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_4a8aa9a9-97a6-4751-aafa-5ba510b2cbd2.jpg?v=1694744861,lb,,477.99,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,Pink,,,1 year - $89,,,Custom license plate - $39,,225574057966-pink-1year-customlicenseplate,38555.986479318,shopify,deny,manual,716.99,932.09,true,true,'315584581914,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_7195a274-7c89-42a2-96c0-ba002217bbf3.jpg?v=1694744860,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_4a8aa9a9-97a6-4751-aafa-5ba510b2cbd2.jpg?v=1694744861,lb,,516.99,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,Green,,,None - $0,,,None - $0,,225574057966-green-none-none,38555.986479318,shopify,deny,manual,588.99,765.69,true,true,'315584581921,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_80aa38ca-f18c-463e-bfbb-48f10aeb399d.jpg?v=1694744860,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_f19c6f36-fff5-4576-a361-67ca110e8a57.jpg?v=1694744861,lb,,388.99,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,Green,,,None - $0,,,Custom license plate - $39,,225574057966-green-none-customlicenseplate,38555.986479318,shopify,deny,manual,627.99,816.39,true,true,'315584581938,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_8a3e3dcb-e824-4ae4-a0df-09e98de27a0b.jpg?v=1694744860,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_f19c6f36-fff5-4576-a361-67ca110e8a57.jpg?v=1694744861,lb,,427.99,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,Green,,,1 year - $89,,,None - $0,,225574057966-green-1year-none,38555.986479318,shopify,deny,manual,677.99,881.39,true,true,'315584581945,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_78e8cd25-9c94-41bc-abee-fab0d575b472.jpg?v=1694744860,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_f19c6f36-fff5-4576-a361-67ca110e8a57.jpg?v=1694744861,lb,,477.99,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,Green,,,1 year - $89,,,Custom license plate - $39,,225574057966-green-1year-customlicenseplate,38555.986479318,shopify,deny,manual,716.99,932.09,true,true,'315584581952,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_5386b033-cab7-42a2-b1dd-ee5e669e3df1.jpg?v=1694744860,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_f19c6f36-fff5-4576-a361-67ca110e8a57.jpg?v=1694744861,lb,,516.99,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_00a0ee55-ed53-4638-9755-60b611ea93c6.jpg?v=1694744860,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_8c918319-b096-459a-88d4-e18099c49a77.jpg?v=1694744860,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_d694fb71-856b-4a91-851a-c26350cca178.jpg?v=1694744860,19,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_317bf89c-5b3c-4b08-b496-cd205ca7a471.jpg?v=1694744861,20,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_4b36ff09-3f8d-4ae2-9f8d-31138b2fe6bd.jpg?v=1694744861,21,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_93a6b158-988d-46fa-bb99-dc1d4103c896.jpg?v=1694744861,22,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_43905bc2-be2d-4c4e-adf4-e668f9574239.jpg?v=1694744861,23,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_d9f700e6-6631-45fb-9eca-eba47d2d2610.jpg?v=1694744861,24,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_ee7ef0a0-6bf4-49b4-bc41-b589566a59f6.jpg?v=1694744861,25,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_c6e292e6-1293-4688-804d-cd9af24f9666.jpg?v=1694744861,26,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_e14137dc-de32-4acf-9143-97de8ac14018.jpg?v=1694744861,27,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_6b624b58-1b60-44c4-ab93-8a04bfb97269.jpg?v=1694744861,28,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_4a8aa9a9-97a6-4751-aafa-5ba510b2cbd2.jpg?v=1694744861,29,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_e1025037-529e-464e-ab6a-ed6ecb7323bf.jpg?v=1694744861,30,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_8ca116d8-9608-4b52-b486-525f232e0b2a.jpg?v=1694744861,31,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_2396454d-1e72-4c3d-8a95-0187825102ae.jpg?v=1694744861,32,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_5a3b02bf-3503-498b-af2f-62835a6719b0.jpg?v=1694744861,33,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_aba18e75-00d6-490d-9442-68a608e1904f.jpg?v=1694744861,34,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_82c0b3bf-3c02-4e56-b27c-d44f921bc61b.jpg?v=1694744861,35,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_f19c6f36-fff5-4576-a361-67ca110e8a57.jpg?v=1694744861,36,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_7e25dc39-67ee-4e71-9772-cdc5ddd4dc2c.jpg?v=1694744861,37,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_96e3a41d-a39f-4e3d-9aaf-be1743b91c79.jpg?v=1694744861,38,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_0698a10c-4944-4b12-bf8a-46330ac763cc.jpg?v=1694744861,39,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_95922ccf-fbc5-4cc5-9d32-497fd79fe2b7.jpg?v=1694744861,40,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_b6f44c5d-acbc-45db-94cb-bacdfa2a20ba.jpg?v=1694744861,41,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-24v-ride-on-truck-electric-car-with-parental-remote-control-2-seaters,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_e9c6221e-669f-4973-8e2a-d36417ee7d7d.jpg?v=1694744861,42,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
electric-24v-kids-ride-on-car-jeep-with-remote-control-and-2-seats,Electric 24V Kids Ride on Car Jeep with Remote Control and 2 Seats,"<body>


<style>
body {
  font-family: Arial, sans-serif;
  margin: 0;
  padding: 0;
}

.container {
  max-width: 800px;
  margin: 0 auto;
  padding: 20px;
}

h1 {
  text-align: center;
}

p {
  margin-bottom: 20px;
}

ul {
  margin-left: 20px;
  margin-bottom: 20px;
}

ul li {
  list-style-type: disc;
}

</style>



<div class=""container"">
  <h1>The 24V 2x200W 2 Seater Electric Kids Ride On Truck Car w/Parent Remote Control</h1>

  <p>Get ready for an exhilarating adventure with the 24V 2x200W 2 Seater Electric Kids Ride On Truck Car. This power-packed ride-on truck is designed for maximum fun and excitement, allowing your little ones to embark on thrilling outdoor escapades.</p>

  <ul>
    <li>Two modes design - Experience the joy of being with your baby in the parent-child remote control mode. With the remote control, you can ensure the safety of your child with its brake function. Alternatively, let your children take charge in the steering wheel and pedal power mode, allowing them to independently operate their own electric <a href=""https://www.magiccars.com"">ride-on</a> truck car. Safety is guaranteed as the car automatically brakes and stops immediately when the foot switch is fully released.</li>
    <li>Powerful 24V and Realistic Design - This ride-on truck car is equipped with a 24V battery and traction tires, allowing it to conquer different terrains. The adjustable seat belts, bright LED headlights, lockable double doors, and impact-absorbing shock absorbers provide an authentic and safe driving experience.</li>
    <li>Connect Your Music - Let your kids groove to their favorite tunes while driving with the built-in AUX outlet. They can easily plug in their media devices and enjoy their music. Bluetooth connectivity and a USB port are also available for seamless connectivity.</li>
    <li>Light-sensitive electronic auxiliary steering wheel - The steering wheel of our electric toy car is highly responsive, even for babies with little strength. They can effortlessly start the power to drive the car forward, igniting their sense of adventure.</li>
    <li>24V 9AH large battery + 2 x 200W dual driving force - The 9AH large battery ensures up to 2 hours of continuous playtime. With a powerful 24V dual driving force, this two-seater high-power vehicle delivers stronger and consistent horsepower, making it perfect for your child's thrilling ride-on adventures.</li>
  </ul>

  <p>Introducing the CAROMA Ride On Truck Car, a powerful engine and high-quality toy that guarantees endless fun and excitement. With its 2-seater design, parent remote control, spring suspension, LED lights, and AUX port, this ride-on truck car is the ultimate choice for adventurous kids.</p>

  <h2>Specifications:</h2>

  <ul>
    <li>Battery: 24V 9AH</li>
    <li>Motor: 2x200W</li>
    <li>Suitable age: 37-95 months</li>
    <li>Loading capacity: 35kg</li>
    <li>Product size: 123x88x80cm (48.4x34.6x31.5inch)</li>
    <li>Speed: 3-7 km/h</li>
    <li>Charge/Use time: charge 8-12h, use 1-2h</li>
    <li>Charger: 24V</li>
    <li>Remote control: AAA 1.5V</li>
    <li>Max-loading capacity: 35KG (77LBS)</li>
    <li>Suitable age: 37~95 Months</li>
  </ul>

  <p>Function:</p>

  <ul>
    <li>Light-sensitive electron assisted steering wheel</li>
    <li>R/C controls forward/backward and left/right, remote control priority</li>
    <li>Music</li>
    <li>Volume adjustment</li>
    <li>Power display</li>
    <li>Forward and backward</li>
    <li>High and low speed</li>
    <li>Wireless connection</li>
  </ul>

  <p>WARNING: The toy is to be assembled by an adult. In the unassembled state, it may contain potentially hazardous sharp points, sharp edges, and small parts, so please keep it out of your baby's reach. Children must be accompanied by adults while driving this product. Not to be used in traffic. Be sure to read the operating instructions and warnings in the manual carefully.</p>

</div>


</body>",Magic Cars,,"",Jeep Ride On Toy,false,Colors,Pink,,Warranty,None - $0,,Custom license plate,None - $0,,314706354268-pink-none-none,38555.986479318,shopify,deny,manual,588.99,765.69,true,true,'315584581648,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_72ea50d5-2f97-4d53-a396-dba380507f58.jpg?v=1694744778,1,"",false,,,,,,315584581648,New,,,B72,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_72ea50d5-2f97-4d53-a396-dba380507f58.jpg?v=1694744778,lb,,388.99,archived
electric-24v-kids-ride-on-car-jeep-with-remote-control-and-2-seats,,,,,,,,,Pink,,,None - $0,,,Custom license plate - $39,,314706354268-pink-none-customlicenseplate,38555.986479318,shopify,deny,manual,627.99,816.39,true,true,'315584581655,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l500_f96f8907-24b3-4829-b3d1-9135be517e27.jpg?v=1694744778,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_72ea50d5-2f97-4d53-a396-dba380507f58.jpg?v=1694744778,lb,,427.99,
electric-24v-kids-ride-on-car-jeep-with-remote-control-and-2-seats,,,,,,,,,Pink,,,1 year - $89,,,None - $0,,314706354268-pink-1year-none,38555.986479318,shopify,deny,manual,677.99,881.39,true,true,'315584581662,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_a6098831-2d4f-477a-b469-54495dcf108c.png?v=1694744778,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_72ea50d5-2f97-4d53-a396-dba380507f58.jpg?v=1694744778,lb,,477.99,
electric-24v-kids-ride-on-car-jeep-with-remote-control-and-2-seats,,,,,,,,,Pink,,,1 year - $89,,,Custom license plate - $39,,314706354268-pink-1year-customlicenseplate,38555.986479318,shopify,deny,manual,716.99,932.09,true,true,'315584581679,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_3c3b158d-761b-4ced-b7a8-c50732c01de8.jpg?v=1694744778,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_72ea50d5-2f97-4d53-a396-dba380507f58.jpg?v=1694744778,lb,,516.99,
electric-24v-kids-ride-on-car-jeep-with-remote-control-and-2-seats,,,,,,,,,Red,,,None - $0,,,None - $0,,314706354268-red-none-none,38555.986479318,shopify,deny,manual,588.99,765.69,true,true,'315584581686,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_566d560d-81be-4c9e-8063-9e767e24aa2f.jpg?v=1694744778,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_3c7f58ae-58c9-4b46-ab43-8409fbf271e3.jpg?v=1694744779,lb,,388.99,
electric-24v-kids-ride-on-car-jeep-with-remote-control-and-2-seats,,,,,,,,,Red,,,None - $0,,,Custom license plate - $39,,314706354268-red-none-customlicenseplate,38555.986479318,shopify,deny,manual,627.99,816.39,true,true,'315584581693,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_9b807d83-6143-44b9-9fda-c772596bde01.jpg?v=1694744778,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_3c7f58ae-58c9-4b46-ab43-8409fbf271e3.jpg?v=1694744779,lb,,427.99,
electric-24v-kids-ride-on-car-jeep-with-remote-control-and-2-seats,,,,,,,,,Red,,,1 year - $89,,,None - $0,,314706354268-red-1year-none,38555.986479318,shopify,deny,manual,677.99,881.39,true,true,'315584581709,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_cfb4064d-f305-490f-9945-110ecb0beec1.jpg?v=1694744778,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_3c7f58ae-58c9-4b46-ab43-8409fbf271e3.jpg?v=1694744779,lb,,477.99,
electric-24v-kids-ride-on-car-jeep-with-remote-control-and-2-seats,,,,,,,,,Red,,,1 year - $89,,,Custom license plate - $39,,314706354268-red-1year-customlicenseplate,38555.986479318,shopify,deny,manual,716.99,932.09,true,true,'315584581716,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_5a2ba173-6354-429c-80a9-2ed16c628f17.jpg?v=1694744778,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_3c7f58ae-58c9-4b46-ab43-8409fbf271e3.jpg?v=1694744779,lb,,516.99,
electric-24v-kids-ride-on-car-jeep-with-remote-control-and-2-seats,,,,,,,,,Black,,,None - $0,,,None - $0,,314706354268-black-none-none,38555.986479318,shopify,deny,manual,588.99,765.69,true,true,'315584581723,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_bcd3cbeb-b54c-48d1-91cd-ed569b0b8ef3.jpg?v=1694744778,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_61ff2640-6f76-4619-ab75-51e879f85ddc.jpg?v=1694744779,lb,,388.99,
